county name,race name,candidate,party,early votes,election day votes,absentee votes,total votes
Frederick,"District 4
Republican Candidates ",Michael Hough,Republican,974,,0,"7,883"
Frederick,Democratic Candidates ,Jessica Douglass,Democratic,658,,0,"3,203"
Frederick,Democratic Candidates ,Sabrina Massett,Democratic,719,,0,"3,043"
Frederick,"House of Delegates

District 3A
Republican Candidates ",Mike Bowersox,Republican,647,,0,"2,699"
Frederick,"House of Delegates

District 3A
Republican Candidates ",James Dvorak,Republican,570,,0,"2,434"
Frederick,Democratic Candidates ,Carol L. Krimm,Democratic,"1,375",,0,"4,298"
Frederick,Democratic Candidates ,Ryan Trout,Democratic,486,,0,"1,928"
Frederick,Democratic Candidates ,Karen Lewis Young,Democratic,"1,557",,0,"5,180"
Frederick,"District 3B
Republican Candidates ","William ""Bill"" Folden",Republican,301,,0,"2,389"
Frederick,Democratic Candidates ,Ken Kerr,Democratic,564,,0,"2,770"
Frederick,"District 4
Republican Candidates ",Barrie S. Ciliberti,Republican,774,,0,"6,260"
Frederick,"District 4
Republican Candidates ",Dan Cox,Republican,870,,0,"6,918"
Frederick,"District 4
Republican Candidates ",Jesse T. Pippy,Republican,792,,0,"6,300"
Frederick,Democratic Candidates ,Ysela Bravo,Democratic,"1,155",,0,"5,124"
Frederick,Democratic Candidates ,Lois Jarman,Democratic,"1,196",,0,"5,202"
Frederick,Democratic Candidates ,Darrin Ryan Smith,Democratic,954,,0,"4,361"
Frederick,"Judge of the Circuit Court

Judicial Circuit 6
Republican Ballot ",Julia Martz-Fisher,,"1,744",,0,"11,291"
Frederick,"Judge of the Circuit Court

Judicial Circuit 6
Republican Ballot ",Ricky Sandy,,"1,656",,0,"10,810"
Frederick,Democratic Ballot ,Julia Martz-Fisher,,"3,269",,0,"13,329"
Frederick,Democratic Ballot ,Ricky Sandy,,"2,922",,0,"11,886"
Garrett,"Governor / Lt. Governor

Republican Candidates ",Larry Hogan and Boyd K. Rutherford,Republican,706,,0,"2,977"
Garrett,Democratic Candidates ,"Rushern L. Baker, III and Elizabeth Embry",Democratic,41,,0,128
Garrett,Democratic Candidates ,Ralph Jaffe and Freda Jaffe,Democratic,8,,0,34
Garrett,Democratic Candidates ,Ben Jealous and Susan Turnbull,Democratic,125,,0,313
Garrett,Democratic Candidates ,"James Hugh Jones, II and Charles S. Waters",Democratic,12,,0,40
Garrett,Democratic Candidates ,Valerie Ervin and Marisol Johnson *,Democratic,8,,0,45
Garrett,Democratic Candidates ,Rich Madaleno and Luwanda Jenkins,Democratic,33,,0,65
Garrett,Democratic Candidates ,Alec Ross and Julie C. Verratti,Democratic,10,,0,59
Garrett,Democratic Candidates ,Jim Shea and Brandon M. Scott,Democratic,21,,0,66
Garrett,Democratic Candidates ,Krish O'Mara Vignarajah and Sharon Y. Blake,Democratic,36,,0,122
Garrett,"Comptroller

Republican Candidates ",Anjali Reed Phukan,Republican,535,,0,"2,198"
Garrett,Democratic Candidates ,Peter Franchot,Democratic,263,,0,825
Garrett,"Attorney General

Republican Candidates ",Craig Wolf,Republican,572,,0,"2,361"
Garrett,Democratic Candidates ,Brian E. Frosh,Democratic,262,,0,800
Garrett,"U.S. Senator

Republican Candidates ",Tony Campbell,Republican,117,,0,492
Garrett,"U.S. Senator

Republican Candidates ",Chris Chaffee,Republican,252,,0,872
Garrett,"U.S. Senator

Republican Candidates ",Evan M. Cronhardt,Republican,12,,0,52
Garrett,"U.S. Senator

Republican Candidates ",Nnabu Eze,Republican,4,,0,26
Garrett,"U.S. Senator

Republican Candidates ",John R. Graziani,Republican,26,,0,97
Garrett,"U.S. Senator

Republican Candidates ",Christina J. Grigorian,Republican,67,,0,357
Garrett,"U.S. Senator

Republican Candidates ",Albert Binyahmin Howard,Republican,7,,0,46
Garrett,"U.S. Senator

Republican Candidates ",Bill Krehnbrink,Republican,7,,0,27
Garrett,"U.S. Senator

Republican Candidates ","Gerald I. Smith, Jr.",Republican,33,,0,154
Garrett,"U.S. Senator

Republican Candidates ",Blaine Taylor,Republican,21,,0,144
Garrett,"U.S. Senator

Republican Candidates ",Brian Charles Vaeth,Republican,7,,0,26
Garrett,Democratic Candidates ,Ben Cardin,Democratic,252,,0,702
Garrett,Democratic Candidates ,Erik Jetmir,Democratic,0,,0,8
Garrett,Democratic Candidates ,Chelsea Manning,Democratic,23,,0,95
Garrett,Democratic Candidates ,Marcia H. Morgan,Democratic,10,,0,40
Garrett,Democratic Candidates ,"Jerome ""Jerry"" Segal",Democratic,7,,0,24
Garrett,Democratic Candidates ,"Richard ""Rikki"" Vaughn",Democratic,1,,0,12
Garrett,Democratic Candidates ,"Debbie ""Rica"" Wilson",Democratic,7,,0,34
Garrett,Democratic Candidates ,Lih Young,Democratic,3,,0,21
Garrett,"Representative in Congress

District 6
Republican Candidates ",Kurt Elsasser,Republican,34,,0,161
Garrett,"Representative in Congress

District 6
Republican Candidates ",Amie Hoeber,Republican,541,,0,"2,094"
Garrett,"Representative in Congress

District 6
Republican Candidates ",Lisa Lloyd,Republican,78,,0,437
Garrett,"Representative in Congress

District 6
Republican Candidates ",Bradley St. Rohrs,Republican,21,,0,95
Garrett,Democratic Candidates ,Andrew Duck,Democratic,40,,0,105
Garrett,Democratic Candidates ,George English,Democratic,2,,0,16
Garrett,Democratic Candidates ,Chris Graves,Democratic,3,,0,20
Garrett,Democratic Candidates ,Nadia Hashimi,Democratic,11,,0,56
Garrett,Democratic Candidates ,Christopher Hearsey,Democratic,3,,0,6
Garrett,Democratic Candidates ,Roger Manno,Democratic,124,,0,355
Garrett,Democratic Candidates ,Aruna Miller,Democratic,21,,0,85
Garrett,Democratic Candidates ,David Trone,Democratic,106,,0,307
Garrett,"State Senator

District 1
Republican Candidates ",George C. Edwards,Republican,655,,0,"2,775"
Garrett,"House of Delegates

District 1A
Republican Candidates ",Wendell R. Beitzel,Republican,500,,0,"2,194"
Garrett,"House of Delegates

District 1A
Republican Candidates ","James M. Virts, Jr.",Republican,248,,0,977
Garrett,Democratic Candidates ,Michael Dreisbach,Democratic,254,,0,777
Harford,"Governor / Lt. Governor

Republican Candidates ",Larry Hogan and Boyd K. Rutherford,Republican,"4,867",,0,"18,163"
Harford,Democratic Candidates ,"Rushern L. Baker, III and Elizabeth Embry",Democratic,648,,0,"1,926"
Harford,Democratic Candidates ,Ralph Jaffe and Freda Jaffe,Democratic,79,,0,267
Harford,Democratic Candidates ,Ben Jealous and Susan Turnbull,Democratic,"2,034",,0,"6,255"
Harford,Democratic Candidates ,"James Hugh Jones, II and Charles S. Waters",Democratic,57,,0,216
Harford,Democratic Candidates ,Valerie Ervin and Marisol Johnson *,Democratic,170,,0,649
Harford,Democratic Candidates ,Rich Madaleno and Luwanda Jenkins,Democratic,159,,0,470
Harford,Democratic Candidates ,Alec Ross and Julie C. Verratti,Democratic,133,,0,482
Harford,Democratic Candidates ,Jim Shea and Brandon M. Scott,Democratic,585,,0,"1,757"
Harford,Democratic Candidates ,Krish O'Mara Vignarajah and Sharon Y. Blake,Democratic,541,,0,"1,680"
Harford,"Comptroller

Republican Candidates ",Anjali Reed Phukan,Republican,"3,801",,0,"14,549"
Harford,Democratic Candidates ,Peter Franchot,Democratic,"3,945",,0,"12,140"
Harford,"Attorney General

Republican Candidates ",Craig Wolf,Republican,"4,065",,0,"15,363"
Harford,Democratic Candidates ,Brian E. Frosh,Democratic,"3,915",,0,"11,909"
Harford,"U.S. Senator

Republican Candidates ",Tony Campbell,Republican,"1,001",,0,"4,017"
Harford,"U.S. Senator

Republican Candidates ",Chris Chaffee,Republican,618,,0,"2,508"
Harford,"U.S. Senator

Republican Candidates ",Evan M. Cronhardt,Republican,70,,0,287
Harford,"U.S. Senator

Republican Candidates ",Nnabu Eze,Republican,69,,0,247
Harford,"U.S. Senator

Republican Candidates ",John R. Graziani,Republican,630,,0,"2,264"
Harford,"U.S. Senator

Republican Candidates ",Christina J. Grigorian,Republican,757,,0,"2,917"
Harford,"U.S. Senator

Republican Candidates ",Albert Binyahmin Howard,Republican,60,,0,199
Harford,"U.S. Senator

Republican Candidates ",Bill Krehnbrink,Republican,92,,0,360
Harford,"U.S. Senator

Republican Candidates ","Gerald I. Smith, Jr.",Republican,144,,0,578
Harford,"U.S. Senator

Republican Candidates ",Blaine Taylor,Republican,270,,0,834
Harford,"U.S. Senator

Republican Candidates ",Brian Charles Vaeth,Republican,192,,0,652
Harford,Democratic Candidates ,Ben Cardin,Democratic,"3,632",,0,"10,653"
Harford,Democratic Candidates ,Erik Jetmir,Democratic,57,,0,241
Harford,Democratic Candidates ,Chelsea Manning,Democratic,239,,0,966
Harford,Democratic Candidates ,Marcia H. Morgan,Democratic,136,,0,437
Harford,Democratic Candidates ,"Jerome ""Jerry"" Segal",Democratic,131,,0,569
Harford,Democratic Candidates ,"Richard ""Rikki"" Vaughn",Democratic,78,,0,292
Harford,Democratic Candidates ,"Debbie ""Rica"" Wilson",Democratic,170,,0,540
Harford,Democratic Candidates ,Lih Young,Democratic,88,,0,317
Harford,"Representative in Congress

District 1
Republican Candidates ",Martin Elborn,Republican,346,,0,"1,320"
Harford,"Representative in Congress

District 1
Republican Candidates ",Andy Harris,Republican,"3,255",,0,"12,170"
Harford,"Representative in Congress

District 1
Republican Candidates ",Lamont Taylor,Republican,185,,0,658
Harford,Democratic Candidates ,Michael Brown,Democratic,286,,0,972
Harford,Democratic Candidates ,Jesse Colvin,Democratic,792,,0,"2,240"
Harford,Democratic Candidates ,Allison Galbraith,Democratic,"1,027",,0,"3,309"
Harford,Democratic Candidates ,Erik Lane,Democratic,66,,0,195
Harford,Democratic Candidates ,Michael Pullen,Democratic,153,,0,478
Harford,Democratic Candidates ,Steve Worton,Democratic,84,,0,308
Harford,"District 2
Republican Candidates ",Liz Matory,Republican,375,,0,"1,320"
Harford,"District 2
Republican Candidates ","Hubert Owens, Jr.",Republican,144,,0,543
Harford,"District 2
Republican Candidates ",Mark Shell,Republican,169,,0,684
Harford,"District 2
Republican Candidates ","Mitchell J. Toland, Jr.",Republican,148,,0,548
Harford,Democratic Candidates ,Jake Pretot,Democratic,385,,0,"1,310"
Harford,Democratic Candidates ,C.A. Dutch Ruppersberger,Democratic,"1,584",,0,"4,691"
Harford,"State Senator

District 7
Republican Candidates ",J. B. Jennings,Republican,"1,468",,0,"5,145"
Harford,Democratic Candidates ,Donna Hines,Democratic,887,,0,"2,711"
Harford,"District 34
Republican Candidates ",Bob Cassilly,Republican,"1,635",,0,"5,795"
Harford,Democratic Candidates ,Mary-Dulany James,Democratic,"1,862",,0,"5,641"
Harford,Democratic Candidates ,Barbara Osborn Kreamer,Democratic,698,,0,"1,946"
Harford,"District 35
Republican Candidates ",Jason C. Gallion,Republican,"1,150",,0,"4,964"
Harford,"House of Delegates

District 7
Republican Candidates ",Lauren Arikan,Republican,492,,0,"2,175"
Harford,"House of Delegates

District 7
Republican Candidates ",Joshua Barlow,Republican,251,,0,850
Harford,"House of Delegates

District 7
Republican Candidates ","Russ English, Jr.",Republican,38,,0,181
Harford,"House of Delegates

District 7
Republican Candidates ",Michael A. Geppi,Republican,333,,0,"1,230"
Harford,"House of Delegates

District 7
Republican Candidates ",Norm Gifford,Republican,22,,0,95
Harford,"House of Delegates

District 7
Republican Candidates ",Rick Impallaria,Republican,769,,0,"2,392"
Harford,"House of Delegates

District 7
Republican Candidates ",Tammy Larkin,Republican,216,,0,917
Harford,"House of Delegates

District 7
Republican Candidates ",Trevor Leach,Republican,14,,0,77
Harford,"House of Delegates

District 7
Republican Candidates ",Bill Paulshock,Republican,284,,0,"1,140"
Harford,"House of Delegates

District 7
Republican Candidates ",Aaron Penman,Republican,674,,0,"2,111"
Harford,"House of Delegates

District 7
Republican Candidates ",David Seman,Republican,438,,0,"1,267"
Harford,"House of Delegates

District 7
Republican Candidates ",Angela Sudano-Marcellino,Republican,68,,0,236
Harford,"House of Delegates

District 7
Republican Candidates ",Kathy Szeliga,Republican,"1,063",,0,"3,672"
Harford,Democratic Candidates ,Allison Berkowitz,Democratic,841,,0,"2,557"
Harford,Democratic Candidates ,Gordon Koerner,Democratic,702,,0,"2,082"
Harford,"District 34A
Republican Candidates ",R. Douglas Anstine,Republican,37,,0,164
Harford,"District 34A
Republican Candidates ",Glen Glass,Republican,444,,0,"1,710"
Harford,"District 34A
Republican Candidates ",J.D. Russell,Republican,479,,0,"1,673"
Harford,"District 34A
Republican Candidates ",Monica A. Worrell,Republican,443,,0,"1,622"
Harford,Democratic Candidates ,Sarahia Benn,Democratic,750,,0,"2,073"
Harford,Democratic Candidates ,Steve Johnson,Democratic,746,,0,"2,138"
Harford,Democratic Candidates ,Mary Ann Lisanti,Democratic,"1,228",,0,"3,698"
Harford,"District 34B
Republican Candidates ",Jan Marie Christensen,Republican,142,,0,532
Harford,"District 34B
Republican Candidates ",Susan K. McComas,Republican,321,,0,"1,036"
Harford,"District 34B
Republican Candidates ","James V. ""Capt'n Jim"" McMahan",Republican,235,,0,717
Harford,"District 34B
Republican Candidates ","Walter ""Butch"" Tilley",Republican,256,,0,"1,002"
Harford,Democratic Candidates ,Jeff Dinger,Democratic,658,,0,"1,953"
Harford,"District 35B
Republican Candidates ",Andrew Cassilly,Republican,"1,155",,0,"4,900"
Harford,"District 35B
Republican Candidates ",Teresa Reilly,Republican,"1,057",,0,"4,468"
Harford,Democratic Candidates ,Ronnie Teitler Davis,Democratic,694,,0,"2,390"
Harford,"Judge of the Circuit Court

Judicial Circuit 3
Republican Ballot ",Diane Adkins-Tobin,,"2,150",,0,"7,385"
Harford,"Judge of the Circuit Court

Judicial Circuit 3
Republican Ballot ",Paul W. Ishak,,"2,967",,0,"11,361"
Harford,"Judge of the Circuit Court

Judicial Circuit 3
Republican Ballot ","Lawrence F. Kreis, Jr.",,"2,599",,0,"9,737"
Harford,Democratic Ballot ,Diane Adkins-Tobin,,"3,001",,0,"8,777"
Harford,Democratic Ballot ,Paul W. Ishak,,"2,093",,0,"6,622"
Harford,Democratic Ballot ,"Lawrence F. Kreis, Jr.",,"1,728",,0,"5,335"
Howard,"Governor / Lt. Governor

Republican Candidates ",Larry Hogan and Boyd K. Rutherford,Republican,"2,484",,0,"10,308"
Howard,Democratic Candidates ,"Rushern L. Baker, III and Elizabeth Embry",Democratic,"2,341",,0,"6,849"
Howard,Democratic Candidates ,Ralph Jaffe and Freda Jaffe,Democratic,91,,0,324
Howard,Democratic Candidates ,Ben Jealous and Susan Turnbull,Democratic,"4,529",,0,"15,041"
Howard,Democratic Candidates ,"James Hugh Jones, II and Charles S. Waters",Democratic,72,,0,303
Howard,Democratic Candidates ,Valerie Ervin and Marisol Johnson *,Democratic,217,,0,839
Howard,Democratic Candidates ,Rich Madaleno and Luwanda Jenkins,Democratic,542,,0,"1,572"
Howard,Democratic Candidates ,Alec Ross and Julie C. Verratti,Democratic,245,,0,858
Howard,Democratic Candidates ,Jim Shea and Brandon M. Scott,Democratic,765,,0,"2,191"
Howard,Democratic Candidates ,Krish O'Mara Vignarajah and Sharon Y. Blake,Democratic,"1,088",,0,"3,954"
Howard,"Comptroller

Republican Candidates ",Anjali Reed Phukan,Republican,"2,026",,0,"8,262"
Howard,Democratic Candidates ,Peter Franchot,Democratic,"8,641",,0,"27,508"
Howard,"Attorney General

Republican Candidates ",Craig Wolf,Republican,"2,134",,0,"8,679"
Howard,Democratic Candidates ,Brian E. Frosh,Democratic,"8,797",,0,"27,678"
Howard,"U.S. Senator

Republican Candidates ",Tony Campbell,Republican,580,,0,"2,563"
Howard,"U.S. Senator

Republican Candidates ",Chris Chaffee,Republican,348,,0,"1,477"
Howard,"U.S. Senator

Republican Candidates ",Evan M. Cronhardt,Republican,81,,0,333
Howard,"U.S. Senator

Republican Candidates ",Nnabu Eze,Republican,53,,0,258
Howard,"U.S. Senator

Republican Candidates ",John R. Graziani,Republican,200,,0,811
Howard,"U.S. Senator

Republican Candidates ",Christina J. Grigorian,Republican,357,,0,"1,678"
Howard,"U.S. Senator

Republican Candidates ",Albert Binyahmin Howard,Republican,40,,0,194
Howard,"U.S. Senator

Republican Candidates ",Bill Krehnbrink,Republican,55,,0,180
Howard,"U.S. Senator

Republican Candidates ","Gerald I. Smith, Jr.",Republican,84,,0,344
Howard,"U.S. Senator

Republican Candidates ",Blaine Taylor,Republican,98,,0,353
Howard,"U.S. Senator

Republican Candidates ",Brian Charles Vaeth,Republican,105,,0,333
Howard,Democratic Candidates ,Ben Cardin,Democratic,"8,744",,0,"26,490"
Howard,Democratic Candidates ,Erik Jetmir,Democratic,97,,0,482
Howard,Democratic Candidates ,Chelsea Manning,Democratic,417,,0,"1,660"
Howard,Democratic Candidates ,Marcia H. Morgan,Democratic,128,,0,587
Howard,Democratic Candidates ,"Jerome ""Jerry"" Segal",Democratic,227,,0,"1,214"
Howard,Democratic Candidates ,"Richard ""Rikki"" Vaughn",Democratic,118,,0,475
Howard,Democratic Candidates ,"Debbie ""Rica"" Wilson",Democratic,166,,0,729
Howard,Democratic Candidates ,Lih Young,Democratic,168,,0,620
Howard,"Representative in Congress

District 2
Republican Candidates ",Liz Matory,Republican,55,,0,324
Howard,"Representative in Congress

District 2
Republican Candidates ","Hubert Owens, Jr.",Republican,11,,0,102
Howard,"Representative in Congress

District 2
Republican Candidates ",Mark Shell,Republican,27,,0,169
Howard,"Representative in Congress

District 2
Republican Candidates ","Mitchell J. Toland, Jr.",Republican,13,,0,67
Howard,Democratic Candidates ,Jake Pretot,Democratic,208,,0,"1,184"
Howard,Democratic Candidates ,C.A. Dutch Ruppersberger,Democratic,642,,0,"2,080"
Howard,"District 3
Republican Candidates ",Charles Anthony,Republican,133,,0,739
Howard,"District 3
Republican Candidates ","Thomas E. ""Pinkston"" Harris",Republican,151,,0,739
Howard,"District 3
Republican Candidates ",Rob Seyfferth,Republican,79,,0,430
Howard,Democratic Candidates ,Adam D. DeMarco,Democratic,137,,0,747
Howard,Democratic Candidates ,John Rea,Democratic,45,,0,269
Howard,Democratic Candidates ,Eduardo Rosas,Democratic,112,,0,745
Howard,Democratic Candidates ,John Sarbanes,Democratic,"2,349",,0,"8,359"
Howard,"District 7
Republican Candidates ",Ray Bly,Republican,214,,0,799
Howard,"District 7
Republican Candidates ",Richmond Davis,Republican,498,,0,"1,929"
Howard,"District 7
Republican Candidates ",William T. Newton,Republican,317,,0,"1,108"
Howard,"District 7
Republican Candidates ",Michael Pearson,Republican,364,,0,"1,372"
Howard,Democratic Candidates ,"Anthony Carter, Sr.",Democratic,128,,0,433
Howard,Democratic Candidates ,Elijah Cummings,Democratic,"5,949",,0,"16,659"
Howard,Democratic Candidates ,John Moser,Democratic,203,,0,670
Howard,Democratic Candidates ,Charles U. Smith,Democratic,70,,0,214
Howard,Democratic Candidates ,Charles Stokes,Democratic,87,,0,282
Howard,"State Senator

District 9
Republican Candidates ",Gail H. Bates,Republican,"1,010",,0,"3,371"
Howard,"State Senator

District 9
Republican Candidates ",Reid J. Novotny,Republican,556,,0,"2,418"
Howard,Democratic Candidates ,Katie Fry Hester,Democratic,"2,948",,0,"8,392"
Howard,"District 12
Republican Candidates ","Joseph D. ""Joe"" Hooe",Republican,276,,0,"1,210"
Howard,Democratic Candidates ,Clarence K. Lam,Democratic,"2,419",,0,"6,470"
Howard,Democratic Candidates ,Mary Kay Sigaty,Democratic,665,,0,"2,100"
Howard,"District 13
Democratic Candidates ",Guy Guzzone,Democratic,"3,092",,0,"11,898"
Howard,"House of Delegates

District 9A
Republican Candidates ",Trent Kittleman,Republican,850,,0,"3,501"
Howard,"House of Delegates

District 9A
Republican Candidates ",Warren E. Miller,Republican,782,,0,"3,319"
Howard,Democratic Candidates ,Steven M. Bolen,Democratic,752,,0,"2,192"
Howard,Democratic Candidates ,Michael David Gross,Democratic,366,,0,"1,303"
Howard,Democratic Candidates ,Natalie Ziegler,Democratic,"1,212",,0,"3,777"
Howard,"District 9B
Republican Candidates ",Bob Flanagan,Republican,569,,0,"1,571"
Howard,Democratic Candidates ,Daniel Medinger,Democratic,634,,0,"1,629"
Howard,Democratic Candidates ,Courtney Watson,Democratic,"1,216",,0,"3,132"
Howard,"District 12
Republican Candidates ",Bob Cockey,Republican,230,,0,"1,030"
Howard,"District 12
Republican Candidates ",Melanie Harris,Republican,239,,0,"1,089"
Howard,"District 12
Republican Candidates ",Michael Russell,Republican,222,,0,"1,010"
Howard,Democratic Candidates ,Jonathan Bratt,Democratic,110,,0,389
Howard,Democratic Candidates ,Dario J. Broccolino,Democratic,428,,0,"1,239"
Howard,Democratic Candidates ,Eric Ebersole,Democratic,"2,330",,0,"6,019"
Howard,Democratic Candidates ,Jessica Feldmark,Democratic,"1,800",,0,"4,873"
Howard,Democratic Candidates ,Malcolm J. Heflin,Democratic,145,,0,546
Howard,Democratic Candidates ,Terri Hill,Democratic,"2,556",,0,"6,681"
Howard,Democratic Candidates ,James Howard,Democratic,253,,0,836
Howard,Democratic Candidates ,Mark Weaver,Democratic,247,,0,780
Howard,"District 13
Republican Candidates ",Chris Yates,Republican,453,,0,"2,453"
Howard,Democratic Candidates ,Vanessa Atterbeary,Democratic,"2,844",,0,"10,508"
Howard,Democratic Candidates ,Shane Pendergrass,Democratic,"2,688",,0,"9,724"
Howard,Democratic Candidates ,"Larry Pretlow, II",Democratic,705,,0,"3,006"
Howard,Democratic Candidates ,Jen Terrasa,Democratic,"2,401",,0,"8,880"
Kent,"Governor / Lt. Governor

Republican Candidates ",Larry Hogan and Boyd K. Rutherford,Republican,398,,0,"1,559"
Kent,Democratic Candidates ,"Rushern L. Baker, III and Elizabeth Embry",Democratic,131,,0,301
Kent,Democratic Candidates ,Ralph Jaffe and Freda Jaffe,Democratic,8,,0,32
Kent,Democratic Candidates ,Ben Jealous and Susan Turnbull,Democratic,297,,0,709
Kent,Democratic Candidates ,"James Hugh Jones, II and Charles S. Waters",Democratic,7,,0,27
Kent,Democratic Candidates ,Valerie Ervin and Marisol Johnson *,Democratic,25,,0,75
Kent,Democratic Candidates ,Rich Madaleno and Luwanda Jenkins,Democratic,41,,0,81
Kent,Democratic Candidates ,Alec Ross and Julie C. Verratti,Democratic,21,,0,54
Kent,Democratic Candidates ,Jim Shea and Brandon M. Scott,Democratic,51,,0,174
Kent,Democratic Candidates ,Krish O'Mara Vignarajah and Sharon Y. Blake,Democratic,117,,0,280
Kent,"Comptroller

Republican Candidates ",Anjali Reed Phukan,Republican,284,,0,"1,097"
Kent,Democratic Candidates ,Peter Franchot,Democratic,630,,0,"1,585"
Kent,"Attorney General

Republican Candidates ",Craig Wolf,Republican,305,,0,"1,192"
Kent,Democratic Candidates ,Brian E. Frosh,Democratic,611,,0,"1,497"
Kent,"U.S. Senator

Republican Candidates ",Tony Campbell,Republican,81,,0,330
Kent,"U.S. Senator

Republican Candidates ",Chris Chaffee,Republican,84,,0,288
Kent,"U.S. Senator

Republican Candidates ",Evan M. Cronhardt,Republican,9,,0,29
Kent,"U.S. Senator

Republican Candidates ",Nnabu Eze,Republican,6,,0,18
Kent,"U.S. Senator

Republican Candidates ",John R. Graziani,Republican,20,,0,68
Kent,"U.S. Senator

Republican Candidates ",Christina J. Grigorian,Republican,49,,0,221
Kent,"U.S. Senator

Republican Candidates ",Albert Binyahmin Howard,Republican,3,,0,24
Kent,"U.S. Senator

Republican Candidates ",Bill Krehnbrink,Republican,10,,0,33
Kent,"U.S. Senator

Republican Candidates ","Gerald I. Smith, Jr.",Republican,15,,0,57
Kent,"U.S. Senator

Republican Candidates ",Blaine Taylor,Republican,8,,0,44
Kent,"U.S. Senator

Republican Candidates ",Brian Charles Vaeth,Republican,9,,0,42
Kent,Democratic Candidates ,Ben Cardin,Democratic,636,,0,"1,497"
Kent,Democratic Candidates ,Erik Jetmir,Democratic,6,,0,25
Kent,Democratic Candidates ,Chelsea Manning,Democratic,45,,0,124
Kent,Democratic Candidates ,Marcia H. Morgan,Democratic,9,,0,36
Kent,Democratic Candidates ,"Jerome ""Jerry"" Segal",Democratic,9,,0,43
Kent,Democratic Candidates ,"Richard ""Rikki"" Vaughn",Democratic,8,,0,34
Kent,Democratic Candidates ,"Debbie ""Rica"" Wilson",Democratic,24,,0,65
Kent,Democratic Candidates ,Lih Young,Democratic,12,,0,42
Kent,"Representative in Congress

District 1
Republican Candidates ",Martin Elborn,Republican,49,,0,192
Kent,"Representative in Congress

District 1
Republican Candidates ",Andy Harris,Republican,312,,0,"1,256"
Kent,"Representative in Congress

District 1
Republican Candidates ",Lamont Taylor,Republican,23,,0,71
Kent,Democratic Candidates ,Michael Brown,Democratic,70,,0,218
Kent,Democratic Candidates ,Jesse Colvin,Democratic,457,,0,981
Kent,Democratic Candidates ,Allison Galbraith,Democratic,125,,0,318
Kent,Democratic Candidates ,Erik Lane,Democratic,8,,0,26
Kent,Democratic Candidates ,Michael Pullen,Democratic,57,,0,159
Kent,Democratic Candidates ,Steve Worton,Democratic,16,,0,74
Kent,"State Senator

District 36
Republican Candidates ","Stephen S. Hershey, Jr.",Republican,362,,0,"1,384"
Kent,Democratic Candidates ,Heather Lynette Sinclair,Democratic,569,,0,"1,377"
Kent,"House of Delegates

District 36
Republican Candidates ",Jeff Ghrist (Caroline County),Republican,183,,0,729
Kent,"House of Delegates

District 36
Republican Candidates ","Michael D. Smigiel, Jr. (Cecil County)",Republican,122,,0,446
Kent,"House of Delegates

District 36
Republican Candidates ",Jay A. Jacobs (Kent County),Republican,394,,0,"1,494"
Kent,"House of Delegates

District 36
Republican Candidates ",Steven James Arentz (Queen Anne's County),Republican,219,,0,767
Kent,"House of Delegates

District 36
Republican Candidates ",Rick Bowers (Queen Anne's County),Republican,33,,0,172
Kent,"House of Delegates

District 36
Republican Candidates ",Wick Dudley (Queen Anne's County),Republican,60,,0,289
Kent,"Caroline County
Democratic Candidates ",Keirien Taylor,Democratic,484,,0,"1,190"
Kent,"Cecil County
Democratic Candidates ",Michael Ian Welker,Democratic,464,,0,"1,146"
Kent,"Queen Anne's County
Democratic Candidates ",Crystal Woodward,Democratic,468,,0,"1,150"
Kent,"Judge of the Circuit Court

Judicial Circuit 2
Republican Ballot ",Harris Murphy,,346,,0,"1,317"
Kent,Democratic Ballot ,Harris Murphy,,580,,0,"1,422"
Montgomery,"Governor / Lt. Governor

Republican Candidates ",Larry Hogan and Boyd K. Rutherford,Republican,"2,614",,0,"13,995"
Montgomery,Democratic Candidates ,"Rushern L. Baker, III and Elizabeth Embry",Democratic,"10,545",,0,"37,676"
Montgomery,Democratic Candidates ,Ralph Jaffe and Freda Jaffe,Democratic,350,,0,"1,590"
Montgomery,Democratic Candidates ,Ben Jealous and Susan Turnbull,Democratic,"9,946",,0,"41,856"
Montgomery,Democratic Candidates ,"James Hugh Jones, II and Charles S. Waters",Democratic,220,,0,"1,097"
Montgomery,Democratic Candidates ,Valerie Ervin and Marisol Johnson *,Democratic,643,,0,"2,631"
Montgomery,Democratic Candidates ,Rich Madaleno and Luwanda Jenkins,Democratic,"5,464",,0,"16,625"
Montgomery,Democratic Candidates ,Alec Ross and Julie C. Verratti,Democratic,710,,0,"2,901"
Montgomery,Democratic Candidates ,Jim Shea and Brandon M. Scott,Democratic,863,,0,"3,435"
Montgomery,Democratic Candidates ,Krish O'Mara Vignarajah and Sharon Y. Blake,Democratic,"1,889",,0,"8,353"
Montgomery,"Comptroller

Republican Candidates ",Anjali Reed Phukan,Republican,"2,333",,0,"12,164"
Montgomery,Democratic Candidates ,Peter Franchot,Democratic,"26,976",,0,"101,755"
Montgomery,"Attorney General

Republican Candidates ",Craig Wolf,Republican,"2,465",,0,"12,880"
Montgomery,Democratic Candidates ,Brian E. Frosh,Democratic,"27,749",,0,"103,134"
Montgomery,"U.S. Senator

Republican Candidates ",Tony Campbell,Republican,770,,0,"4,138"
